"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Entity 1.NumberIn","OUTPUT VALUE","Number In","Entity","Entity 1",10667,10667,10667,10667,10667,10667,10667,10667,10667,10667
"Entity 1.NumberOut","OUTPUT VALUE","Number Out","Entity","Entity 1",9200,9368,9322,9039,9255,9400,9398,9055,9200,9400
"Lote.NumberIn","OUTPUT VALUE","Number In","Entity","Lote",53,53,53,53,53,53,53,53,53,53
"Lote.NumberOut","OUTPUT VALUE","Number Out","Entity","Lote",47,48,47,46,48,48,47,47,47,47
"Maq Colagem.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Maq Colagem",9676,9855,9835,9590,9772,9911,9901,9547,9706,9928
"Maq Colagem.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Maq Colagem",0.678625712257588,0.681584317386929,0.684360744417927,0.6647700875578,0.67451187404692,0.691634154662023,0.690965389186068,0.671152989145097,0.675397895143054,0.691260739805482
"Maq Corte.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Maq Corte",9248,9435,9405,9112,9315,9449,9448,9110,9248,9448
"Maq Corte.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Maq Corte",0.981343749999999,0.981343749999998,0.981343750000002,0.98134375,0.981343750000002,0.981343749999999,0.981014809247729,0.981343749999998,0.981343749999999,0.981343750000001
"Operador Inspecao.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Operador Inspecao",9676,9850,9834,9578,9768,9911,9900,9543,9706,9928
"Operador Inspecao.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Operador Inspecao",0.679441069617507,0.685813053576589,0.685529358536292,0.670778313149019,0.681216693977668,0.685216609934636,0.68892315439066,0.665278813799089,0.675335893724728,0.689694975107401
"System.NumberOut","OUTPUT VALUE","Number Out","System","System",9200,9368,9322,9039,9255,9400,9398,9055,9200,9400
"Colagem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Colagem.Queue",9.4763214139638,7.3134285526924,8.64750698057662,7.96688698797431,9.21478346906959,8.14335939531553,7.93379855093095,8.89843167392688,8.51509937010576,9.11880269548507
"Colagem.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Colagem.Queue",2.93809055827734E-02,2.22502036202219E-02,2.62474595005395E-02,2.49038435962723E-02,2.82858545291133E-02,2.46494583653987E-02,2.40393855699351E-02,2.79612301258067E-02,2.63190790339142E-02,2.75548026656476E-02
"Corte.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Corte.Queue",144.756754698566,155.555081943866,151.025034947816,143.853341696632,146.29994269055,146.740234376227,152.572737650569,152.398012793931,152.401394427647,150.382722557273
"Corte.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Corte.Queue",0.470110361062726,0.488030803276614,0.480860250293874,0.467889948638932,0.46613893230756,0.464432496236947,0.486934269097559,0.495224271731966,0.494189552086801,0.47994485922534
"Entity 1.NVATime","TALLY AVERAGE","NVA Time","Entity","Entity 1",0.218413100462517,0.202540400907341,0.211916808082399,0.22520599612836,0.215468098719169,0.198620395671161,0.204492617962376,0.220037033784395,0.212724752829321,0.207778197250138
"Entity 1.OtherTime","TALLY AVERAGE","Other Time","Entity","Entity 1",0,0,0,0,0,0,0,0,0,0
"Entity 1.TotalTime","TALLY AVERAGE","Total Time","Entity","Entity 1",2.41970932905023,2.31403486578231,2.45881741168506,2.70585802307213,2.22168984234861,2.01949684550813,2.17703765203831,2.470051674645,2.43519853378429,2.20303148422426
"Entity 1.TranTime","TALLY AVERAGE","Transfer Time","Entity","Entity 1",0,0,0,0,0,0,0,0,0,0
"Entity 1.VATime","TALLY AVERAGE","VA Time","Entity","Entity 1",6.50458714434262E-03,6.47385373264954E-03,6.48868924663947E-03,6.52839328831926E-03,6.4571485303021E-03,6.49364267770628E-03,6.50249819769927E-03,6.52944513119634E-03,6.50378207638095E-03,6.48930677067179E-03
"Entity 1.WaitTime","TALLY AVERAGE","Wait Time","Entity","Entity 1",2.19479164144337,2.10502061114232,2.24041191435603,2.47412363365544,1.99976459509912,1.81438280715927,1.96604253587822,2.24348519572941,2.21596999887859,1.98876398020345
"Entity 1.WIP","DSTAT AVERAGE","WIP","Entity","Entity 1",842.946287991964,801.716172838185,848.855592890835,939.537959851512,778.870128864435,708.043397009117,757.499578461766,867.376149213563,847.69631077707,765.550917140167
"Formar Lotes Setup.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Formar Lotes Setup.Queue",99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031,99.0895937500031
"Formar Lotes Setup.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Formar Lotes Setup.Queue",0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029,0.279843750000029
"Inspecao.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Inspecao.Queue",3.91064820706008,3.601422463885,4.2543585556287,4.4335206703126,4.2505352364705,3.04356445371961,3.8592260470731,3.31475010824783,3.66751570569737,4.32003004361847
"Inspecao.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Inspecao.Queue",1.21247877440888E-02,1.09673979873101E-02,1.29785190836751E-02,1.38721889421348E-02,0.013053096954373,9.21268626895254E-03,0.011692637357964,1.04192054901558E-02,1.13358202319102E-02,0.013054079503279
"Lote.WIP","DSTAT AVERAGE","WIP","Entity","Lote",2.91859114932384,2.67066259835417,2.91910140431206,3.41112265003564,2.59011040712866,2.24495985164084,2.46003387942584,3.00851773273688,2.91014107176765,2.50303225986155
"Maq Colagem.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Colagem",0.678625712257588,0.681584317386929,0.684360744417927,0.6647700875578,0.67451187404692,0.691634154662023,0.690965389186068,0.671152989145097,0.675397895143054,0.691260739805482
"Maq Colagem.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Colagem",1,1,1,1,1,1,1,1,1,1
"Maq Colagem.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Colagem",0.678625712257588,0.681584317386929,0.684360744417927,0.6647700875578,0.67451187404692,0.691634154662023,0.690965389186068,0.671152989145097,0.675397895143054,0.691260739805482
"Maq Corte.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Corte",0.981343749999999,0.981343749999998,0.981343750000002,0.98134375,0.981343750000002,0.981343749999999,0.981014809247729,0.981343749999998,0.981343749999999,0.981343750000001
"Maq Corte.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Corte",1,1,1,1,1,1,1,1,1,1
