"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Entity 1.NumberIn","OUTPUT VALUE","Number In","Entity","Entity 1",10667,10667,10667,10667,10667,10667,10667,10667,10667,10667
"Entity 1.NumberOut","OUTPUT VALUE","Number Out","Entity","Entity 1",10216,10229,10253,10216,10192,10234,10228,10221,10233,10225
"Lote.NumberIn","OUTPUT VALUE","Number In","Entity","Lote",26,26,26,26,26,26,26,26,26,26
"Lote.NumberOut","OUTPUT VALUE","Number Out","Entity","Lote",26,26,26,26,26,26,26,26,26,26
"Maq Colagem.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Maq Colagem",10750,10768,10768,10768,10764,10803,10821,10775,10768,10744
"Maq Colagem.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Maq Colagem",0.751530707630474,0.757134872980557,0.756528278554167,0.749061986384511,0.741037668100279,0.750934116646882,0.757126232824146,0.753710541352699,0.750765440369684,0.744147962241107
"Maq Corte.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Maq Corte",10265,10292,10298,10269,10256,10286,10280,10287,10279,10271
"Maq Corte.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Maq Corte",0.873973554272928,0.887574674448577,0.896908241474239,0.900399540551295,0.887967384301995,0.904301439189591,0.884078818878494,0.893427009166427,0.902673307329484,0.899089168410407
"Operador Inspecao.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Operador Inspecao",10744,10750,10764,10754,10753,10802,10807,10770,10760,10736
"Operador Inspecao.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Operador Inspecao",0.758290109157165,0.742592973188346,0.747082202046423,0.755608374534184,0.747137032593942,0.753737371417336,0.750165059199354,0.751130789356402,0.749272088994011,0.748685418261491
"System.NumberOut","OUTPUT VALUE","Number Out","System","System",10216,10229,10253,10216,10192,10234,10228,10221,10233,10225
"Colagem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Colagem.Queue",9.60823973910475,11.0294899368088,10.9648326648328,8.98920515374969,9.44044713239674,10.3766701749088,11.6587048774443,10.3741221571645,8.61941840057409,10.4383093267647
"Colagem.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Colagem.Queue",2.67934436386571E-02,3.06972862018451E-02,3.05322551280114E-02,2.50306750960103E-02,2.62526118036134E-02,2.87700156646433E-02,3.23126771777952E-02,2.87916465861496E-02,2.40040269919074E-02,2.91350147947584E-02
"Corte.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Corte.Queue",143.945877803954,143.349896613877,144.002202563196,144.202878843969,142.718735132774,143.54334851261,143.601580511979,144.294955867626,145.195491313148,143.844921795368
"Corte.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Corte.Queue",0.413645628430768,0.411780799050142,0.413596707637126,0.414674369153039,0.410834744352438,0.412156693229932,0.412618154466881,0.414610527854786,0.417378603125825,0.413254666087673
"Entity 1.NVATime","TALLY AVERAGE","NVA Time","Entity","Entity 1",0.184164715878576,0.200447943880522,0.212478747603845,0.212268574866373,0.205678605400599,0.220288704357284,0.193284318395111,0.202291809105347,0.211158917663767,0.21333833406173
"Entity 1.OtherTime","TALLY AVERAGE","Other Time","Entity","Entity 1",0,0,0,0,0,0,0,0,0,0
"Entity 1.TotalTime","TALLY AVERAGE","Total Time","Entity","Entity 1",1.21525217971951,1.22798662899549,1.24102404649468,1.24235983314344,1.23253344820761,1.25062272083662,1.22507837770605,1.23553463308146,1.24145127552899,1.24397151304727
"Entity 1.TranTime","TALLY AVERAGE","Transfer Time","Entity","Entity 1",0,0,0,0,0,0,0,0,0,0
"Entity 1.VATime","TALLY AVERAGE","VA Time","Entity","Entity 1",6.52122920022014E-03,6.47946622559749E-03,6.48132787295291E-03,6.51095525504348E-03,6.45572043183282E-03,6.49705274760519E-03,6.51439580411464E-03,0.006514338385832,6.50079936327181E-03,6.46817215165279E-03
"Entity 1.WaitTime","TALLY AVERAGE","Wait Time","Entity","Entity 1",1.0245662346407,1.02105921888937,1.02206397101789,1.02358030302204,1.02039912237517,1.02383696373173,1.02527966350683,1.02672848559028,1.02379155850196,1.02416500683389
"Entity 1.WIP","DSTAT AVERAGE","WIP","Entity","Entity 1",423.379563100437,427.703070099787,432.181307873628,432.606403929743,429.318165554352,435.424410001357,426.710711155878,430.281274490811,432.296405082901,433.154082363568
"Formar Lotes Setup.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Formar Lotes Setup.Queue",197.858343749993,197.858343749993,197.858343749993,197.858343749993,197.858343749993,197.858343749993,197.858343749993,197.858343749993,197.858343749993,197.858343749993
"Formar Lotes Setup.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Formar Lotes Setup.Queue",0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055,0.561093750000055
"Inspecao.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Inspecao.Queue",5.51410697615222,3.20225823389431,3.57335468905904,5.26649251295751,4.80566450836267,4.55441098112175,4.18162180537594,4.53484536981029,4.89801904028641,4.05511066019578
"Inspecao.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Inspecao.Queue",1.53953584229532E-02,8.9051615135437E-03,9.95878831699382E-03,1.46776405596158E-02,1.34007593735081E-02,1.26487992439967E-02,1.15955092091672E-02,1.26308465784653E-02,1.36509015709536E-02,1.13259145120223E-02
"Lote.WIP","DSTAT AVERAGE","WIP","Entity","Lote",0.16057404697499,0.175123980562682,0.183914926026244,0.185172485096249,0.18074636192837,0.192183021674926,0.16796764436136,0.177490680947593,0.183764308786094,0.186876404457581
"Maq Colagem.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Colagem",0.751530707630474,0.757134872980557,0.756528278554167,0.749061986384511,0.741037668100279,0.750934116646882,0.757126232824146,0.753710541352699,0.750765440369684,0.744147962241107
"Maq Colagem.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Colagem",1,1,1,1,1,1,1,1,1,1
"Maq Colagem.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Colagem",0.751530707630474,0.757134872980557,0.756528278554167,0.749061986384511,0.741037668100279,0.750934116646882,0.757126232824146,0.753710541352699,0.750765440369684,0.744147962241107
"Maq Corte.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Corte",0.873973554272928,0.887574674448577,0.896908241474239,0.900399540551295,0.887967384301995,0.904301439189591,0.884078818878494,0.893427009166427,0.902673307329484,0.899089168410407
"Maq Corte.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Corte",1,1,1,1,1,1,1,1,1,1
"Maq Corte.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Corte",0.873973554272928,0.887574674448577,0.896908241474239,0.900399540551295,0.887967384301995,0.904301439189591,0.884078818878494,0.893427009166427,0.902673307329484,0.899089168410407
"Operador Inspecao.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Operador Inspecao",0.758290109157165,0.742592973188346,0.747082202046423,0.755608374534184,0.747137032593942,0.753737371417336,0.750165059199354,0.751130789356402,0.749272088994011,0.748685418261491
"Operador Inspecao.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Operador Inspecao",1,1,1,1,1,1,1,1,1,1
"Operador Inspecao.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Operador Inspecao",0.758290109157165,0.742592973188346,0.747082202046423,0.755608374534184,0.747137032593942,0.753737371417336,0.750165059199354,0.751130789356402,0.749272088994011,0.748685418261491
"Setup Corte.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Setup Corte.Queue",1.55717153828583E-04,1.31080008823994E-03,0,5.92214200572746E-04,1.03453641093179E-03,1.63800717472267E-03,0,1.95730825303002E-03,4.62536553104916E-04,1.78890376147166E-03
"Setup Corte.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Setup Corte.Queue",1.7967363903298E-04,1.51246164027685E-03,0,6.83324077583937E-04,1.19369585876745E-03,1.89000827852615E-03,0,2.25843259965002E-03,5.33696022813365E-04,0.002064119724775
"Tempo no Sistema","TALLY AVERAGE","Interval","User Specified","Tempo no Sistema",15.5801083183745,15.6111146534846,15.6578990464946,15.6072035831434,15.5636327172421,15.6407789708365,15.606797127706,15.6074198143259,15.6302053982202,15.6214789396976
