"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Borda.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Borda.Queue",3.11006374214625,3.33052343357549,3.2661500452254,2.84218410545386,3.51066867543116,2.77868854653138,3.78205639270847,2.66108601710719,3.38154966771781,4.04796885765728
"Estampa Cara.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Estampa Cara.Queue",1.25324380523251,1.16368180245532,1.31121159799327,1.34208537984757,1.14691840375656,1.23262505572761,0.970092079506601,1.35061615932782,1.46745204540865,1.09383932963859
"Estampa Cara.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Estampa Cara.Queue",3.31108006666449,3.20132545379731,3.56307499454694,3.52309315645882,3.17266501730722,3.22254916530094,2.67611608139752,3.71737199384737,3.94765984868686,3.02165560673644
"Estampa Coroa.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Estampa Coroa.Queue",1.23013972799016,1.24831710486078,1.25884010152985,1.30617898171283,1.14497597552181,1.19188237153899,1.21792614665805,1.35518832763979,0.960252259415946,1.14635733489215
"Estampa Coroa.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Estampa Coroa.Queue",3.24140737876247,3.42079008268637,3.39690748942454,3.4431891557169,3.17599133311613,3.12011092025912,3.33351005461482,3.73937104848788,2.59522043245391,3.17111295959102
"LeadTime","TALLY AVERAGE","Interval","User Specified","LeadTime",21.1523816033805,22.052410172522,21.809497186057,21.0743808965752,22.1586120217283,20.9671914642887,22.1094273437841,22.0801341314495,21.5813095285321,22.14786158003
"Maq Acabamento.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Acabamento",0.773750213868547,0.801034761842745,0.769531442960999,0.773249224088114,0.788486409691567,0.799377042281238,0.799145301944668,0.79322955217235,0.796269103582502,0.772362528742822
"Maq Acabamento.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Acabamento",1,1,1,1,1,1,1,1,1,1
"Maq Acabamento.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Acabamento",0.773750213868547,0.801034761842745,0.769531442960999,0.773249224088114,0.788486409691567,0.799377042281238,0.799145301944668,0.79322955217235,0.796269103582502,0.772362528742822
"Maq Borda.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Borda",0.787463947145618,0.789638848702702,0.790971009663679,0.782493091688532,0.764268006690044,0.772558487330351,0.8017269373163,0.783713816221386,0.794960831752504,0.835361907976737
"Maq Borda.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Borda",1,1,1,1,1,1,1,1,1,1
"Maq Borda.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Borda",0.787463947145618,0.789638848702702,0.790971009663679,0.782493091688532,0.764268006690044,0.772558487330351,0.8017269373163,0.783713816221386,0.794960831752504,0.835361907976737
"Moedas.NVATime","TALLY AVERAGE","NVA Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.OtherTime","TALLY AVERAGE","Other Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.TotalTime","TALLY AVERAGE","Total Time","Entity","Moedas",636.316140479441,653.12638116407,639.307312820031,623.415884606019,644.92599760818,620.096970487811,652.88240263858,648.560429385293,634.63222230774,647.209898835034
"Moedas.TranTime","TALLY AVERAGE","Transfer Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.VATime","TALLY AVERAGE","VA Time","Entity","Moedas",8.47910433428585,8.74493168121729,8.58615316158648,8.39215789916554,8.5904945156787,8.26333767982812,8.7395283621511,8.88635700570162,8.58966488621179,8.71782695247321
"Moedas.WaitTime","TALLY AVERAGE","Wait Time","Entity","Moedas",627.837036145155,644.381449482852,630.721159658444,615.023726706854,636.335503092502,611.833632807982,644.142874276429,639.674072379591,626.042557421528,638.492071882561
"Moedas.WIP","DSTAT AVERAGE","WIP","Entity","Moedas",629.863394609551,645.359434028482,637.52186186649,623.780080554166,643.688544144924,621.279703329636,645.90134134593,643.401754578706,633.284657809248,644.186143782943
"Prensa Cara.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Prensa Cara",0.831173761033923,0.790581707832615,0.783614567476389,0.817110038945104,0.770534486952442,0.793384116508827,0.758779179990349,0.825012023365156,0.811948480366669,0.773157746412991
"Prensa Cara.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Prensa Cara",1,1,1,1,1,1,1,1,1,1
"Prensa Cara.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Prensa Cara",0.831173761033923,0.790581707832615,0.783614567476389,0.817110038945104,0.770534486952442,0.793384116508827,0.758779179990349,0.825012023365156,0.811948480366669,0.773157746412991
"Prensa Coroa.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Prensa Coroa",0.79769204139337,0.779881911198384,0.79367669961246,0.801745586898144,0.765243768353733,0.779830053518224,0.788680214108472,0.8075521406785,0.768944295671259,0.759978271932255
"Prensa Coroa.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Prensa Coroa",1,1,1,1,1,1,1,1,1,1
"Prensa Coroa.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Prensa Coroa",0.79769204139337,0.779881911198384,0.79367669961246,0.801745586898144,0.765243768353733,0.779830053518224,0.788680214108472,0.8075521406785,0.768944295671259,0.759978271932255
"Segurar Demanda.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Segurar Demanda.Queue",621.880300716933,637.373434028484,629.539349163414,615.794080554165,635.702544144925,613.293703329636,637.915341345931,635.417183783737,625.298657809247,636.200143782943
"Segurar Demanda.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Segurar Demanda.Queue",621.683753545396,638.027328826639,624.454753161451,608.94633522777,629.878407039902,605.69595641735,637.766458885327,633.525230175102,619.894241422709,632.146806030227
"w","DSTAT AVERAGE","Time Persistent","User Specified","w",7.98309389261821,7.986,7.98251270307721,7.986,7.986,7.986,7.986,7.9845707949682,7.986,7.986
