"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Maq Acabamento.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Maq Acabamento",824,835,827,851,808,855,822,817,844,826
"Maq Acabamento.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Maq Acabamento",0.879429618581337,0.888812393436942,0.90854372779234,0.904661212240321,0.836414691306813,0.885403638392104,0.889119930382877,0.923576647254814,0.906419190232071,0.934756791496869
"Maq Borda.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Maq Borda",828,847,844,854,815,857,827,818,846,839
"Maq Borda.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Maq Borda",0.850098521062259,0.910980952181639,0.928577890739988,0.907917847016118,0.915254519948697,0.864553964192876,0.848307639930295,0.889574480713044,0.935995973388981,0.909364461409496
"Moedas.NumberIn","OUTPUT VALUE","Number In","Entity","Moedas",2001,2001,2001,2001,2001,2001,2001,2001,2001,2001
"Moedas.NumberOut","OUTPUT VALUE","Number Out","Entity","Moedas",823,834,826,850,807,854,821,817,843,825
"Prensa Cara.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Prensa Cara",840,848,845,865,824,862,835,832,861,843
"Prensa Cara.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Prensa Cara",0.887220414991462,0.961804932903434,0.91264961679907,0.934136612320261,0.892803217686414,0.946198804605638,0.956398730736898,0.929633730698563,0.890795522239848,0.904616227196873
"Prensa Coroa.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Prensa Coroa",835,847,844,855,818,858,832,826,850,841
"Prensa Coroa.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Prensa Coroa",0.926781758286997,0.901431275752586,0.88046497784483,0.882690683996371,0.875124764114621,0.873363261228608,0.91371944098665,0.898663529608141,0.920756436889559,0.894474029079296
"System.NumberOut","OUTPUT VALUE","Number Out","System","System",823,834,826,850,807,854,821,817,843,825
"Throughput","OUTPUT VALUE","Output","User Specified","Throughput",0.411497942510287,0.416997915010425,0.412997935010325,0.424997875010625,0.403497982510087,0.426997865010675,0.410497947510262,0.408497957510212,0.421497892510537,0.412497937510312
"Acabamento.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Acabamento.Queue",4.08100203902352,2.73769761270235,4.61718911651028,3.92903583676247,2.32631114154829,3.20244295543859,3.80971556970565,4.20955105803995,4.19383926660614,5.06106951349043
"Acabamento.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Acabamento.Queue",9.8932794213337,6.45827279301314,10.8243058067837,9.21449144066987,5.69244692842156,7.49101924187841,9.2689890892754,10.3048985508934,9.93721408083053,12.0858917197444
"Borda.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Borda.Queue",2.83025545228545,3.82925723613756,4.62572435526407,3.97939963898349,5.67592874566083,2.96448865247701,2.19732345104641,3.80860695380849,3.97765412220087,4.18700780865666
"Borda.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Borda.Queue",6.80092092928134,9.04192971933307,10.9614321214788,9.31943709363816,13.9114923331066,6.91829323798603,5.29557540977734,9.22391840309599,9.39015632060434,9.97945717485278
"Estampa Cara.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Estampa Cara.Queue",4.43491395978487,5.8557716576176,3.99352531108378,5.40933735333379,4.47285628393858,6.16251991215046,6.23632558259014,4.42668825825126,3.74772137873972,3.79195269671505
"Estampa Cara.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Estampa Cara.Queue",10.5364464962268,13.7722195174046,9.44791483708357,12.4594765941358,10.8398059754395,14.108654589738,14.8652221599,10.5945693349406,8.70272622558623,8.98768947004314
"Estampa Coroa.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Estampa Coroa.Queue",4.99721625972569,3.80999841325286,3.01410445472605,2.95187235651885,3.90116979422227,3.98942713049302,4.03986563582911,3.80698362490133,4.32709245548555,3.20720530519651
"Estampa Coroa.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Estampa Coroa.Queue",11.9418535367269,8.99645434062069,7.14242761783424,6.81001488971935,9.49884732345517,9.28315501599263,9.70597786641559,9.18379912954232,10.0706472086766,7.62464695797329
"LeadTime","TALLY AVERAGE","Interval","User Specified","LeadTime",47.7269394681198,47.1624113800212,47.3682127419851,46.1784147889112,48.8253576375742,46.0290971395253,47.8881616595574,48.1111178254499,46.7448466171216,47.7341132419821
"Maq Acabamento.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Acabamento",0.879429618581337,0.888812393436942,0.90854372779234,0.904661212240321,0.836414691306813,0.885403638392104,0.889119930382877,0.923576647254814,0.906419190232071,0.934756791496869
"Maq Acabamento.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Acabamento",1,1,1,1,1,1,1,1,1,1
"Maq Acabamento.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Acabamento",0.879429618581337,0.888812393436942,0.90854372779234,0.904661212240321,0.836414691306813,0.885403638392104,0.889119930382877,0.923576647254814,0.906419190232071,0.934756791496869
"Maq Borda.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Borda",0.850098521062259,0.910980952181639,0.928577890739988,0.907917847016118,0.915254519948697,0.864553964192876,0.848307639930295,0.889574480713044,0.935995973388981,0.909364461409496
"Maq Borda.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Borda",1,1,1,1,1,1,1,1,1,1
"Maq Borda.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Borda",0.850098521062259,0.910980952181639,0.928577890739988,0.907917847016118,0.915254519948697,0.864553964192876,0.848307639930295,0.889574480713044,0.935995973388981,0.909364461409496
"Moedas.NVATime","TALLY AVERAGE","NVA Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.OtherTime","TALLY AVERAGE","Other Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.TotalTime","TALLY AVERAGE","Total Time","Entity","Moedas",587.668620014778,608.874174793449,586.867037347569,576.859200498094,610.685903599122,574.762297562722,629.188003073988,613.344953911863,583.041390001285,591.20037445827
