"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Maq Acabamento.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Acabamento",0.851018885433501,0.852561023113377,0.908510822193845,0.839393619980383,0.842752978176205,0.863539158970413,0.85389551558393,0.866237884967024,0.868713026309712,0.85365601644444
"Maq Acabamento.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Acabamento",1,1,1,1,1,1,1,1,1,1
"Maq Acabamento.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Acabamento",0.851018885433501,0.852561023113377,0.908510822193845,0.839393619980383,0.842752978176205,0.863539158970413,0.85389551558393,0.866237884967024,0.868713026309712,0.85365601644444
"Maq Borda.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Borda",0.840992909837974,0.883941771360517,0.840144187769788,0.79982767300287,0.811277748316462,0.841396411319577,0.879985709814737,0.811767878769731,0.82103012174103,0.84907353951386
"Maq Borda.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Borda",1,1,1,1,1,1,1,1,1,1
"Maq Borda.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Borda",0.840992909837974,0.883941771360517,0.840144187769788,0.79982767300287,0.811277748316462,0.841396411319577,0.879985709814737,0.811767878769731,0.82103012174103,0.84907353951386
"Moedas.NVATime","TALLY AVERAGE","NVA Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.OtherTime","TALLY AVERAGE","Other Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.TotalTime","TALLY AVERAGE","Total Time","Entity","Moedas",604.979364727348,605.344896757653,602.819525596684,607.863699278325,599.925685897156,602.480395079058,635.977012229679,625.818110010555,617.687293605351,615.780713866427
"Moedas.TranTime","TALLY AVERAGE","Transfer Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.VATime","TALLY AVERAGE","VA Time","Entity","Moedas",8.51292193524279,8.70289515700608,8.62870993765428,8.42989624812002,8.62904157043342,8.28566522015889,8.70926275081731,8.89946520811062,8.57378950462807,8.74555199561513
"Moedas.WaitTime","TALLY AVERAGE","Wait Time","Entity","Moedas",596.466442792105,596.642001600646,594.190815659031,599.433803030205,591.296644326723,594.194729858899,627.267749478862,616.918644802444,609.113504100723,607.035161870813
"Moedas.WIP","DSTAT AVERAGE","WIP","Entity","Moedas",604.68982843203,607.263199528999,603.531941899084,606.43366121494,608.874314756301,601.292158031622,620.144023275691,619.170381409069,613.303044506086,613.468807337106
"Prensa Cara.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Prensa Cara",0.853203304757061,0.873210765308622,0.85718561530324,0.869147105644273,0.862101930270323,0.828683158757941,0.861116807390919,0.864850689395537,0.817649632723922,0.846265688488647
"Prensa Cara.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Prensa Cara",1,1,1,1,1,1,1,1,1,1
"Prensa Cara.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Prensa Cara",0.853203304757061,0.873210765308622,0.85718561530324,0.869147105644273,0.862101930270323,0.828683158757941,0.861116807390919,0.864850689395537,0.817649632723922,0.846265688488647
"Prensa Coroa.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Prensa Coroa",0.843109171400028,0.831436871092468,0.840949562661976,0.848475977983421,0.841136135898808,0.816766899692771,0.823094884575083,0.896257502117669,0.857684622905476,0.868065587724161
"Prensa Coroa.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Prensa Coroa",1,1,1,1,1,1,1,1,1,1
"Prensa Coroa.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Prensa Coroa",0.843109171400028,0.831436871092468,0.840949562661976,0.848475977983421,0.841136135898808,0.816766899692771,0.823094884575083,0.896257502117669,0.857684622905476,0.868065587724161
"Segurar Demanda.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Segurar Demanda.Queue",592.727734539411,595.296990546105,591.573655181754,594.466661214941,596.907716729958,589.326989694925,608.178618295366,607.206810614101,601.336454272223,601.503446522457
"Segurar Demanda.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Segurar Demanda.Queue",584.141130695054,584.401986296742,582.033925917401,586.948032954958,578.927848800915,581.758595307698,614.538759887427,604.419695055174,596.511248162179,594.601892325618
"w","DSTAT AVERAGE","Time Persistent","User Specified","w",11.9620938926182,11.9662089828961,11.9582867173317,11.967,11.9665980263436,11.9651683366978,11.9654049803248,11.9635707949682,11.9665902338638,11.9653608146506
